NTA Experiment Summary File
Created with NTA 3.2 Dev Build 3.2.16

[Experiment Details]
Software Version,Unknown
Experiment Name,PBS_LPS_.nano
Sample Name,""
Operator Name,""
Time Captured,
Pre-treatment,""
Diluent,""
25.5,0,5318,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,14,116,7,0,0,0,0,0,0,1,0,46,0,0,4716,0,0,0,0,207,141,
26.5,0,8335,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,38,307,19,0,0,0,0,0,0,4,1,138,0,0,9967,0,1,3,0,383,257,
27.5,0,11349,0,33,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,92,724,54,0,0,0,0,0,0,15,4,345,0,0,19333,0,4,11,0,655,444,
28.5,4,13852,0,110,9,0,0,0,0,0,1,0,0,42,0,1,0,0,0,0,1809,0,0,0,0,0,0,0,3,0,0,213,1544,138,0,0,0,0,0,0,47,11,743,1,0,34783,7,11,35,0,1067,743,
29.5,13,15583,0,308,23,0,0,0,0,0,6,0,0,113,0,3,0,0,0,0,3966,0,0,0,2,0,0,0,9,0,0,465,3017,335,0,0,0,0,0,2,140,29,1410,4,0,58574,37,28,100,0,1683,1205,
30.5,39,16559,0,752,60,0,0,0,0,0,23,1,0,280,0,7,0,0,0,0,8167,2,0,0,9,0,0,0,31,0,0,962,5465,763,0,0,0,0,0,10,389,71,2406,11,0,93051,164,69,256,2,2591,1885,
31.5,107,16980,3,1622,147,0,0,0,0,0,75,5,0,631,0,15,0,0,0,0,15883,7,0,0,30,0,0,0,90,2,0,1895,9277,1644,1,0,0,0,0,39,1012,165,3762,34,0,140413,598,160,602,9,3904,2829,
32.5,262,17106,11,3146,346,0,0,0,0,0,204,21,0,1318,0,31,0,0,0,0,29301,19,0,2,90,0,1,0,235,11,0,3568,14909,3358,8,0,0,0,0,121,2464,365,5480,94,0,202473,1829,357,1306,31,5769,4080,
33.5,587,17187,34,5570,780,0,0,0,0,0,473,73,0,2565,0,61,0,0,0,0,51488,49,0,7,240,0,4,0,563,57,0,6442,22883,6527,40,0,0,0,0,308,5622,777,7551,244,0,280474,4808,760,2637,100,8378,5674,
34.5,1216,17427,95,9120,1688,0,0,2,0,0,954,229,0,4690,0,114,0,0,0,0,86489,117,0,19,577,0,11,0,1241,246,0,11181,33801,12096,173,0,0,0,0,662,12033,1588,9973,592,0,374969,11095,1560,4989,288,11985,7643,
35.5,2351,17998,247,13981,3497,0,0,19,0,2,1714,641,0,8116,0,206,0,0,0,0,139337,267,0,47,1268,0,30,2,2538,890,0,18703,48369,21429,646,0,0,0,0,1227,24205,3125,12773,1352,0,485797,22910,3089,8913,752,16929,10025,
36.5,4284,19055,602,20285,6914,0,0,131,0,15,2798,1612,0,13379,0,360,0,0,0,2,215917,575,0,114,2567,0,75,9,4851,2745,4,30220,67428,36374,2088,0,0,0,0,1998,45855,5928,16022,2918,0,612133,43049,5909,15137,1795,23663,12868,
37.5,7407,20767,1370,28127,13019,0,0,660,0,95,4215,3671,0,21122,0,607,0,0,0,6,322695,1179,0,258,4838,0,176,31,8730,7331,16,47269,91990,59289,5935,0,0,0,1,2917,82023,10859,19851,5968,1,752602,74715,10937,24582,3959,32784,16247,
38.5,12238,23348,2928,37587,23300,0,0,2467,0,442,5941,7634,0,32098,0,996,0,0,0,19,466291,2307,0,553,8554,0,387,94,14892,17182,62,71722,123275,93004,15050,2,2,0,3,3891,138913,19234,24457,11603,5,905433,121330,19597,38380,8122,45067,20267,
39.5,19431,27088,5880,48769,39589,7,0,7081,0,1584,7933,14604,0,47152,0,1591,0,2,0,56,652943,4327,0,1126,14299,0,800,263,24223,35813,215,105775,162744,140707,34442,9,4,0,9,4822,223404,32975,30129,21498,21,1068641,186419,34005,57886,15615,61478,25068,
40.5,29792,32393,11124,61825,63843,49,0,16103,0,4476,10141,25878,0,67216,0,2480,0,10,0,152,887927,7793,0,2187,22749,0,1575,672,37781,67203,668,151915,212119,205752,71866,37,12,0,21,5639,342227,54779,37264,38064,78,1240193,273574,57150,84692,28312,83155,30822,
41.5,44292,39838,19878,76984,97818,258,2,29908,0,10249,12524,42769,0,93283,0,3784,0,39,0,382,1174987,13516,0,4063,34654,0,2969,1575,56788,114870,1876,212860,273393,291413,137965,136,29,0,49,6311,500923,88261,46407,64574,271,1418176,386500,93036,120635,48693,111339,37715,
42.5,64078,50228,33639,94573,142692,1094,6,46674,0,19532,15059,66367,0,126393,0,5663,0,130,1,894,1515868,22627,3,7241,50815,3,5386,3420,82628,180820,4797,291492,348823,400601,245654,446,70,0,105,6845,702794,138061,58303,105225,870,1600930,529087,146724,167799,79846,147286,45938,
43.5,90477,64678,54081,115032,198802,3744,17,62858,2,31798,17745,97312,3,167608,0,8334,0,375,2,1954,1910001,36637,20,12408,72065,8,9449,6917,116847,264823,11234,390770,440889,535599,408608,1300,160,0,213,7276,948069,209870,73961,165110,2583,1787160,705462,224210,228518,125408,192208,55656,
44.5,124991,84709,82876,138931,265580,10517,42,74894,3,45324,20610,135661,12,217986,0,12090,0,944,4,4021,2354380,57489,100,20496,99248,22,16083,13124,161145,364301,24229,513643,552238,697842,639062,3396,343,0,413,7650,1233497,310343,94752,250058,7126,1976012,919974,332110,305351,189435,247261,66998,
45.5,169292,112356,121500,166993,341750,24661,97,80778,6,57882,23705,180873,40,278550,3,17321,1,2115,7,7826,2843645,87580,430,32713,133207,56,26619,23500,217372,474865,48400,662953,685584,887773,945359,8006,703,1,768,8021,1552465,446889,122525,366353,18291,2167113,1177083,477136,401056,276214,313569,80033,
46.5,225193,150267,171062,200110,425691,49049,206,80537,11,67655,27107,231934,128,350261,8,24554,5,4271,13,14493,3370345,129745,1606,50550,174773,134,42899,39944,287504,591264,90059,841346,843587,1104800,1329896,17148,1375,4,1376,8441,1895628,627336,159753,520327,43747,2360591,1481132,665437,518530,390033,392237,94761,
47.5,294623,201792,232219,239385,515859,84108,407,75642,21,73785,30917,287563,370,433982,25,34499,16,7895,25,25671,3925359,187208,5239,75783,224752,310,67355,64789,373617,708414,156954,1051176,1028702,1347339,1788001,33585,2578,11,2381,8962,2251919,859478,209710,717855,97644,2557047,1836009,901889,660740,534934,484371,111102,
48.5,379577,271010,305199,286159,611137,126359,754,68065,40,76391,35262,346450,988,530447,69,48101,53,13541,45,43686,4498400,263472,15059,110424,283921,686,103042,100777,477834,822220,257587,1294413,1243010,1612956,2308070,60524,4640,29,3996,9635,2609747,1150562,276668,963804,203715,2757515,2244699,1189502,830621,714471,591107,128906,
49.5,482065,362671,389933,342069,711045,169000,1316,59557,74,76218,40301,407465,2445,640235,177,66621,159,21816,85,71699,5078576,362174,38460,156663,353015,1466,153553,150987,602266,930054,400172,1572544,1488048,1898563,2872909,101001,8042,72,6520,10518,2958159,1506746,366093,1261481,397990,2963385,2708776,1529043,1030967,931495,713694,147983,
50.5,604050,482011,486260,409095,815785,204417,2174,51331,137,74243,46224,469809,5631,763746,432,91716,435,33394,161,113827,5654935,486894,88019,216777,432719,3033,222823,218747,748957,1030878,591438,1886481,1764639,2200642,3461943,157062,13447,170,10365,11675,3287797,1932590,484828,1612140,729585,3176319,3227858,1918984,1264301,1187986,853578,168160,
51.5,747384,634412,594161,489623,926175,227090,3413,44059,251,71378,53263,533085,12134,901181,991,125544,1100,49036,310,175173,6216967,640946,182058,293013,523660,6089,314788,307523,919817,1125114,835565,2236467,2072751,2515494,4053801,229021,21739,383,16081,13188,3591540,2430624,641198,2014617,1257863,3398140,3799118,2355759,1532741,1484926,1012415,189396,
52.5,913746,824903,713973,586505,1043502,235199,5122,38008,453,68343,61699,597308,24567,1052538,2155,170867,2587,69650,604,261681,6755029,827156,343265,387479,626397,11871,432942,420775,1116594,1214380,1133467,2621994,2411401,2839452,4628741,315085,34040,820,24386,15157,3864790,3001023,845001,2465129,2044853,3630714,4416900,2834281,1837867,1822223,1191932,211909,
53.5,1104582,1057540,846562,703111,1169341,230405,7385,33201,804,65644,71874,662871,46929,1217608,4445,231167,5679,96336,1185,379735,7260683,1047651,594989,502016,741422,22469,579902,561797,1340852,1301185,1482594,3041731,2778595,3169080,5170520,411502,51721,1678,36182,17712,4105442,3641413,1107301,2957295,3143364,3875819,5072542,3348581,2180597,2198665,1393634,236262,
54.5,1321058,1334752,993427,843360,1305387,216428,10278,29540,1404,63611,84199,730476,84905,1395988,8726,310739,11694,130446,2334,535450,7726929,1303690,955984,638105,869148,41235,757046,733521,1593996,1388667,1877245,3493484,3171338,3501309,5667519,513227,76377,3282,52576,21016,4313608,4346812,1439964,3482379,4583148,4135010,5754446,3892455,2561083,2611915,1618414,263314,
55.5,1564026,1656742,1156745,1011724,1453294,197455,13872,26890,2404,62456,99173,801071,146000,1587098,16348,414766,22681,173613,4587,733688,8148350,1595523,1435303,796780,1009913,73231,964371,938302,1877313,1480406,2309290,3974180,3585688,3833542,6113079,614855,109781,6153,74874,25284,4491194,5109717,1854880,4029779,6358900,4409476,6448462,4459974,2978627,3058510,1866207,293938,
56.5,1833994,2021102,1339363,1213165,1614540,177041,18238,25122,4036,62326,117396,875778,239404,1790203,29310,549348,41589,227771,8950,976951,8521168,1922326,2029233,978584,1163975,125558,1200586,1177683,2192035,1580317,2769121,4479900,4016871,4163706,6505188,711563,153798,11077,104564,30783,4641422,5920299,2362857,4587694,8423933,4699901,7138558,5045815,3431631,3533884,2135793,328596,
57.5,2131119,2422725,1544739,1453013,1790309,157668,23452,24137,6633,63346,139586,955838,375500,2004442,50416,721458,72350,295136,17243,1264430,8843220,2282182,2721341,1183551,1331514,207330,1463435,1452180,2539407,1692617,3246671,5005950,4459435,4490258,6845716,799806,210271,19180,143276,37855,4768357,6766728,2972227,5143949,10691844,5006323,7807756,5645363,3917587,4032408,2424826,366960,
58.5,2455203,2854085,1776841,1736742,1981405,140773,29606,23873,10668,65655,166597,1042561,564981,2228860,83416,938809,119787,378164,32634,1591527,9113882,2672138,3485470,1411230,1512630,329014,1750164,1761095,2920734,1821851,3732321,5546989,4907423,4812169,7139412,877657,280878,32000,192715,46925,4876505,7635567,3687269,5686858,13046049,5328018,8439223,6254618,4433093,4547451,2730071,407805,
59.5,2805707,3305851,2040001,2069652,2188183,127009,36817,24308,16782,69424,199442,1137289,817659,2462437,133086,1209592,189325,479465,60383,1950107,9333932,3088300,4290509,1660734,1707333,500959,2058014,2102421,3337398,1972955,4217627,6097194,5354574,5128870,7392843,944800,366974,51522,254575,58521,4970491,8512235,4506626,6206062,15354742,5663394,9017424,6869948,4973920,5071485,3047778,449217,
60.5,3181754,3767766,2338716,2456453,2410505,116544,45234,25466,25824,74884,239310,1241361,1141096,2704118,205224,1542067,286460,601698,108771,2329552,9505388,3525989,5105402,1930816,1915531,731247,2384622,2472848,3790816,2151334,4695798,6650473,5794514,5440188,7613435,1002276,469434,80179,330433,73284,5054828,9381482,5421962,6693217,17487589,6009935,9529185,7487764,5535103,5596242,3374082,488988,
61.5,3582152,4229621,2677389,2900778,2647730,109301,55048,27414,38869,82335,287596,1356083,1539287,2952837,306550,1943973,416086,747433,190072,2718401,9631319,3979917,5903155,2219965,2137018,1023364,2728270,2867920,4282341,2362944,5161957,7200694,6220944,5746262,7808658,1052120,588512,120784,421646,91990,5133773,10227845,6417097,7142486,19330574,6364188,9964558,8104179,6111068,6112941,3705349,525024,
62.5,4005401,4682181,3060005,3404679,2898726,105135,66494,30270,57238,92171,345925,1482693,2011619,3207534,444480,2421753,581770,919005,321291,3106207,9715641,4444387,6663221,2526503,2371442,1374527,3087947,3282326,4813093,2614329,5613188,7741940,6627807,6047464,7985420,1096980,723738,176386,529241,115559,5211242,11036060,7467877,7550753,20796574,6721809,10317402,8714718,6695790,6612592,4038411,555657,
63.5,4449709,5117920,3489750,3968167,3161920,103935,79861,34207,82489,104888,416188,1622326,2552327,3467176,626792,2979582,785170,1118382,524273,3485136,9762918,4913498,7372242,2848691,2618281,1775412,3463252,3710331,5383726,2912620,6048429,8268750,7009437,6344307,8149647,1139805,873867,250064,653832,145067,5290777,11791392,8542920,7917582,21830732,7077685,10585619,9314119,7282962,7086373,4370691,579807,
64.5,4912995,5531474,3968585,4588892,3435365,105683,95488,39462,116386,121098,500582,1775977,3150560,3730762,861178,3618284,1025731,1347039,824719,3850990,9778163,5381347,8023538,3184821,2876806,2211594,3854189,4146287,5994151,3265437,6468253,8776335,7360693,6637363,8306029,1183632,1036897,344656,795562,181760,5375548,12479898,9605293,8244927,22411057,7426118,10771066,9896285,7866183,7526078,4700224,597017,
65.5,5392903,5919789,4496814,5262022,3716830,110490,113769,46345,160831,141544,601664,1944456,3791096,3997331,1154721,4334205,1300776,1605875,1249835,4203496,9766657,5842212,8615839,3533301,3146051,2666359,4260913,4585170,6643222,3680677,6874574,9260768,7677067,6927178,8457913,1231467,1210147,462470,954086,227051,5468358,13088635,10615015,8536656,22545398,7761081,10879171,10454381,8439150,7924587,5025607,607407,
66.5,5886801,6282001,5072685,5980381,4003902,118615,135147,55248,217759,167097,722410,2128347,4455598,4265964,1513317,5118244,1605992,1895160,1824619,4545953,9733781,6290723,9151765,3892715,3424780,3124004,4683486,5023090,7328441,4166167,7270317,9719098,7954785,7214204,8607297,1286243,1390412,605011,1128585,282522,5571660,13605856,11532146,8797972,22266210,8076514,10918333,10981086,8995839,8276331,5345892,611573,
67.5,6391795,6619109,5692098,6734847,4294086,130482,160112,66651,288989,198752,866296,2327962,5124230,4535785,1941110,5955237,1936228,2214513,2567277,4884435,9684872,6721999,9636350,4261873,3711472,3572682,5121692,5457692,8045699,4729149,7659061,10149418,8190890,7498727,8754909,1350843,1574155,772770,1317824,349919,5687568,14021232,12320096,9034791,21624314,8366653,10899201,11468983,9530685,8577700,5660464,610486,
68.5,6904747,6933535,6348471,7514967,4584907,146690,189184,81127,376044,237615,1037384,2543307,5777399,4805965,2439965,6823948,2286445,2562907,3484647,5226790,9625099,7131768,10075828,4639829,4004317,4006102,5574951,5888426,8789118,5375616,8044690,10550849,8383314,7780821,8900355,1428153,1757738,965109,1520233,431137,5817844,14326153,12948752,9253151,20682569,8626353,10833917,11911038,10038733,8827345,5968907,605381,
69.5,7422298,7228638,7032822,8309696,4873987,168021,222905,99337,479944,284875,1240414,2774051,6397374,5075712,3009047,7697838,2652652,2938689,4568756,5581635,9559372,7516451,10476737,5025887,4301230,4423938,6042327,6316667,9551030,6109533,8431042,10923458,8530940,8060302,9042308,1521132,1937664,1180273,1734014,528202,5963887,14514115,13396991,9458692,19509980,8851380,10735400,12301113,10515776,9026319,6270897,597652,
70.5,7940913,7508272,7734090,9108154,5159115,195453,261819,122013,601007,341770,1480900,3019512,6969593,5344286,3644560,8546700,3032662,3339599,5795461,5957443,9492257,7873218,10845332,5419582,4599897,4831187,6522659,6745676,10322123,6932011,8821568,11268118,8633636,8336708,9178744,1632886,2110791,1415521,1957244,643243,6126683,14581184,13654261,9656241,18176557,9038643,10616729,12634461,10958451,9178060,6566140,588731,
71.5,8456933,7776402,8439693,9900273,5438297,230149,306444,149934,738672,409548,1765191,3278653,7483523,5610991,4339669,9339038,3426601,3762793,7125702,6361774,9427929,8200022,11187256,5820649,4897840,5236949,7014758,7180452,11091792,7840565,9219005,11586303,8692282,8609286,9307190,1766725,2274524,1667368,2187986,778457,6306762,14526482,13721047,9849508,16749068,9186349,10490661,12908123,11364310,9288183,6854362,579957,
72.5,8966654,8036819,9136284,10677263,5709783,273452,357258,183881,891406,489433,2100501,3550108,7933037,5875185,5084648,10044921,3837137,4204870,8509243,6800619,9370130,8495604,11507416,6228970,5192515,5653051,7517669,7627491,11848664,8828579,9625063,11879860,8708749,8877011,9424997,1926210,2426943,1931906,2424376,936065,6504116,14352618,13608189,10040879,15287760,9294060,10369292,13121194,11731859,9364128,7135357,572442,
73.5,9466407,8292961,9810611,11431825,5972079,326861,414664,224587,1056699,582600,2494838,3832220,8316326,6136290,5867252,10638862,4269462,4661907,9890200,7277836,9322151,8759472,11809986,6644515,5481422,6092833,8030930,8094497,12581275,9885142,10040123,12150754,8685858,9138608,9529600,2115158,2566884,2205152,2664698,1118262,6718130,14065942,13335232,10231323,13844084,9362668,10263857,13274924,12060547,9414688,7409064,566966,
74.5,9952660,8547816,10450396,12158134,6223959,391986,478976,272674,1231197,690161,2956816,4123102,8635458,6393795,6673286,11102264,4731085,5129522,11213240,7794648,9286819,8991862,12098501,7067277,5762243,6570198,8554788,8590067,13278842,10995353,10462983,12400822,8627301,9392609,9618765,2337617,2693951,2483382,2907439,1327148,6947488,13676553,12928083,10420373,12459418,9394275,10184652,13372638,12350735,9449485,7675657,563937,
75.5,10422118,8803908,11045123,12851613,6464454,470503,550397,328598,1410949,813169,3495276,4420716,8895681,6647272,7487340,11425003,5231490,5602981,12429296,8349229,9266498,9193685,12375986,7497196,6032970,7098936,9090346,9123374,13932021,12141140,10890631,12631535,8537517,9637407,9690794,2597789,2808486,2763430,3151317,1564654,7190099,13197973,12416351,10606194,11164730,9392012,10141051,13419510,12603625,9478435,7935616,563422,
76.5,10871821,9063345,11586646,13508568,6692851,564080,629013,392598,1591755,952627,4118671,4722968,9104611,6896382,8293622,11605947,5781702,6077346,13499862,8936397,9263093,9366448,12645090,7934085,6292040,7692222,9639600,9703830,14533589,13302547,11318112,12843816,8421551,9871340,9744689,2899898,2911494,3042900,3395295,1832459,7443029,12646506,11830723,10785719,9981042,9359811,10141580,13422203,12821152,9511264,8189759,565247,
77.5,11299232,9327902,12069548,14125767,6908692,674304,714796,464678,1769565,1109496,4834165,5027804,9271407,7140890,9076813,11652381,6393741,6547689,14399358,9547500,9278055,9512176,12908220,8377567,6538446,8362201,10205355,10340745,15078954,14459317,11738482,13037896,8284879,10092764,9780255,3247995,3004541,3320303,3638587,2131886,7702463,12040313,11200695,10954853,8920534,9302160,10194032,13388451,13005867,9557087,8439216,569133,
78.5,11702305,9599137,12491253,14700032,7111775,802606,807615,544603,1940867,1284690,5646444,5333315,9406015,7380673,9822869,11578557,7079950,7009335,15115509,10170557,9312393,9633324,13167628,8827007,6771818,9119541,10791042,11042928,15566440,15592566,12142909,13213246,8133227,10300135,9798139,3645694,3089645,3595111,3880647,2463804,7963705,11398325,10552834,11108735,7988051,9223848,10305566,13326604,13160780,9624086,8685358,574817,
79.5,12079524,9878502,12851875,15227910,7302161,950172,907261,631945,2103007,1479040,6556263,5637832,9518537,7615727,10519707,11403700,7852136,7458143,15648048,10790732,9366679,9732678,13425481,9281464,6992470,9972897,11400445,11818241,15997318,16686273,12520937,13368582,7972390,10492078,9799815,4095857,3169160,3867735,4121163,2828513,8221228,10739125,9909669,11242058,7182808,9129740,10482788,13245198,13289206,9719262,8929670,582146,
80.5,12429920,10167447,13153876,15705468,7480191,1117881,1013480,726138,2254391,1693225,7558874,5940004,9618752,7846176,11157714,11149835,8720448,7890762,16006309,11391145,9441058,9813269,13683879,9739659,7201413,10928252,12037356,12673050,16375600,17728371,12860931,13501946,7808058,10667447,9787520,4600220,3245673,4139453,4360044,3225641,8468792,10079934,9289184,11349425,6500092,9024578,10731751,13152580,13394595,9848258,9173601,591122,
81.5,12753045,10467508,13401586,16128246,7646504,1306232,1126011,826565,2394560,1927677,8642534,6238871,9715764,8072275,11730056,10839765,9691966,8304851,16206290,11954003,9535252,9878281,13944843,10199962,7400316,11988145,12705212,13611599,16707645,18711290,13150696,13610864,7645676,10825362,9764150,5159000,3321917,4412299,4597417,3654042,8699624,9435820,8704815,11425724,5932812,8912823,11057868,13056600,13480369,10015236,9418399,601897,
82.5,13048937,10780348,13600650,16491365,7802050,1515292,1244632,932651,2524124,2182452,9787412,6533898,9817801,8294412,12232782,10495421,10769004,8699209,16267720,12461938,9648577,9930970,14210276,10660396,7591441,13150835,13406708,14635278,17001618,19631897,13378256,13692572,7490318,10965228,9733134,5770514,3400698,4688933,4833627,4111723,8906673,8819179,8165806,11466508,5472824,8798539,11465699,12964395,13549767,10222777,9664945,614734,
83.5,13318046,11107769,13757467,16789774,7948113,1744653,1369197,1043938,2644609,2457107,10965252,6825004,9932096,8513107,12664731,10136685,11947222,9073785,16211515,12899393,9779949,9974593,14481890,11118676,7777544,14409504,14143455,15741853,17266885,20490907,13532712,13744284,7346610,11086734,9698298,6430846,3484849,4972509,5069245,4595786,9082923,8239519,7677809,11468332,5111979,8685316,11958583,12882239,13605698,10471796,9913616,629925,
84.5,13561155,11451674,13878683,17018626,8086312,1993399,1499672,1160160,2758231,2750598,12140133,7112554,10064849,8729013,13027292,9780706,13213770,9429565,16057816,13253892,9927904,10012341,14761130,11572258,7961760,15751608,14915671,16924701,17513414,21291862,13605118,13763499,7218674,11189837,9663734,7133613,3577194,5266537,5305075,5102421,9221754,7703503,7243561,11429030,4842913,8576236,12538115,12815473,13650630,10761481,10164183,647696,
85.5,13779306,11813984,13970752,17173719,8218601,2260083,1636163,1281289,2867646,3061229,13270494,7397335,10221239,8942906,13324037,9441624,14545802,9768320,15824693,13517000,10090628,10047290,15049083,12018425,8147472,17158545,15721942,18172156,17751208,22039887,13589266,13748287,7110110,11274728,9633684,7869885,3680531,5574769,5542172,5626940,9317327,7215194,6863585,11347902,4659601,8473863,13203451,12768482,13686490,11089246,10415767,668101,
86.5,13973715,12196512,14039597,17251957,8347251,2542719,1778932,1407553,2975717,3386686,14312412,7680512,10405452,9155683,13560292,9130610,15909767,10092238,15527453,13684864,10265990,10082360,15346398,12454382,8338184,18605736,16559074,19467090,17989829,22740357,13482281,13697563,7024001,11341805,9612432,8628280,3797623,5901074,5781855,6163860,9364950,6776438,6536814,11225789,4557722,8380254,13950487,12744708,13714606,11450729,10666852,690940,
87.5,14145722,12600807,14090371,17251777,8474819,2838783,1928404,1539447,3085303,3724165,15223756,7963574,10620715,9368356,13742687,8856120,17261931,10403462,15178468,13758281,10451592,10120287,15653216,12877363,8537397,20063248,17422034,20786873,18238007,23397653,13284956,13611278,6962929,11391628,9604224,9395278,3931191,6249341,6025725,6707049,9361411,6387299,6261128,11065027,4534881,8296998,14770973,12746694,13735675,11839856,10915363,715713,
88.5,14296751,13027952,14127314,17173485,8604095,3145238,2085154,1677719,3199095,4070588,15968620,8248261,10869328,9582037,13878711,8624249,18550418,10703582,14787377,13742310,10644828,10163604,15969118,13284750,8748498,21496975,18304006,22103814,18503344,24014110,13001773,13490545,6929007,11424897,9613198,10155742,4083910,6623373,6275666,7249916,9305215,6046499,6033778,10869291,4590700,8225253,15651671,12776122,13749771,12248989,11158813,741629,
89.5,14428302,13478360,14153698,17019465,8738042,3458572,2249890,1823344,3319492,4422890,16521258,8536491,11152671,9797938,13976311,8439121,19718837,10993118,14361534,13645537,10842961,10214630,16293109,13674186,8974665,22870326,19196537,23386192,18792104,24589244,12640612,13337656,6923910,11442431,9643331,10893618,4258396,7026780,6533856,7785648,9196724,5751828,5851702,10643337,4726804,8165798,16573711,12833863,13756381,12669181,11394488,767669,
90.5,14541965,13951550,14171845,16794219,8879714,3774866,2423419,1977497,3448515,4778325,16868804,8830281,11471203,10017350,14043548,8303247,20711210,11271045,13906589,13479111,11043196,10275470,16623619,14043667,9218786,24146290,20089785,24599860,19109057,25119311,12212178,13156005,6948891,11445155,9698389,11592777,4457186,7462869,6802751,8307476,9038157,5500486,5711751,10392689,4946674,8119080,17512347,12920012,13754481,13090526,11619665,792677,
91.5,14639460,14445928,14183202,16504256,9032170,4089886,2606602,2141510,3587753,5134747,17012287,9131667,11824441,10241637,14088314,8217825,21477543,11534411,13427104,13255700,11242776,10348020,16958550,14391632,9483394,25289666,20972832,25710341,19457381,25597229,11729241,12949928,7004796,11434101,9781873,12237919,4682695,7934529,7085068,8808956,8833466,5289355,5610831,10123279,5255333,8085269,18437297,13033907,13742639,13502613,11831827,815483,
92.5,14722694,14958601,14188470,16157818,9198373,4399197,2800293,2316828,3738330,5490799,16965832,9442629,12210926,10472216,14118119,8182954,21979164,11778114,12927112,12988501,11439065,10433975,17295338,14717005,9770626,26269217,21834054,26685221,19838587,26012865,11205758,12724470,7092057,11410420,9896958,12815455,4937162,8444092,7383748,9284242,8588080,5115209,5545981,9841100,5658803,8064295,19313818,13174146,13719144,13895012,12028857,835013,
93.5,14793817,15485224,14187757,15764497,9381087,4698305,3005277,2504945,3900882,5845973,16754312,9765010,12628198,10710542,14139932,8197760,22192881,11994883,12410584,12690381,11629632,10534844,17631059,15019225,10082189,27059499,22661499,27496571,20252467,26353694,10656001,12485114,7210663,11375386,10046407,13314293,5222566,8993196,7701907,9728331,8308563,4974853,5514405,9551889,6163238,8055898,20104602,13338576,13682156,14257795,12209175,850392,
94.5,14855292,16019922,14180770,15334769,9582761,4982816,3222183,2707326,4075563,6200523,16409994,10100453,13072767,10958084,14160079,8260436,22113258,12175529,11881746,12373215,11812329,10651963,17962533,15298231,10419346,27642186,23443267,28123083,20697056,26605774,10093771,12237497,7360120,11330403,10232460,13726445,5540531,9582637,8042766,10137271,8002204,4865217,5513461,9260863,6773667,8059657,20772388,13524287,13629867,14581993,12371815,861017,
95.5,14909931,16555294,14167005,14879504,9805419,5248600,3451401,2925294,4262037,6555219,15968858,10450330,13540116,11216297,14184178,8368207,21752631,12309490,11345255,12047429,11985351,10786511,18286452,15554425,10782910,28006770,24167852,28551627,21168603,26754966,9531757,11987141,7539390,11277008,10456681,14047408,5892198,10212220,8409565,10508300,7676590,4783403,5540616,8972527,7492276,8075021,21283064,13727596,13560657,14859986,12516427,866599,
96.5,14960930,17082530,14145955,14409493,10050543,5491957,3692977,3159888,4459504,6910975,15467181,10815682,14024727,11486591,14217107,8517235,21139007,12385675,10806225,11721739,12147275,10939525,18599488,15788604,11173257,28150610,24824446,28778032,21661568,26788313,8981078,11739211,7746824,11216857,10719768,14276294,6278093,10880629,8805445,10839925,7339209,4726702,5593385,8690560,8316267,8101334,21608864,13944038,13473247,15085762,12643211,867185,
97.5,15011857,17591649,14117292,13935033,10318950,5709776,3946513,3411674,4666714,7268370,14938828,11197165,14520159,11770290,14262986,8702496,20312344,12393565,10270123,11403040,12297086,11111911,18898398,16001878,11590343,28078418,25403175,28806985,22168644,26695413,8451026,11498332,7980090,11151696,11021310,14415710,6697987,11585309,9233321,11131927,6997090,4692589,5669245,8417761,9235438,8137850,21731178,14168367,13366827,15255050,12752784,863144,
98.5,15066620,18071866,14081047,13465594,10610686,5899666,4211063,3680521,4882001,7627127,14413432,11595001,15019168,12068584,14325181,8917660,19319951,12324445,9742590,11096433,12434179,11304456,19180090,16195572,12033733,27801301,25895295,28651117,22680820,26469659,7948976,11268446,8236116,11083323,11359512,14471419,7150759,12322403,9695718,11385300,6656543,4678696,5765529,8156063,10229815,8183745,21642510,14394584,13241154,15365332,12846016,855127,
99.5,15129393,18512066,14037740,13009582,10924913,6060066,4485035,3965335,5103323,7985586,13915480,12008940,15513884,12382478,14406301,9155003,18211808,12172622,9229202,10805319,12558333,11517832,19441655,16371133,12502627,27335521,26293333,28329421,23187508,26109169,7480449,11052727,8511045,11013534,11730885,14451827,7634288,13086731,10194587,11602138,6322967,4682780,5879320,7906596,11267874,8238122,21347243,14615994,13096614,15415741,12923841,844001,
100.5,15204507,18901377,13988489,12574195,11259822,6190312,4766107,4263784,5328302,8340226,13464138,12438227,15996035,12712726,14508205,9405402,17036421,11936426,8735229,10531555,12669684,11752598,19680370,16530031,12995896,26701153,26591195,27865266,23676741,25617321,7049271,10853547,8800235,10944059,12129940,14367364,8145386,13871842,10731098,11785465,6000761,4702681,6007327,7669781,12306009,8300010,20861078,14825303,12934241,15406897,12987081,830755,
